society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
bptp astaire gardens,1.25,sector 70a,8771.0,1425.15,Super Built up area 1425(132.39 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,2,1,South-East,Relatively New,flat,1425.0,1300.0,1200.0,0,0,0,0,1,0,49
tata primanti,3.19,sector 72,12152.0,2625.08,Super Built up area 2625(243.87 sq.m.),4,5,3+,20,North,Relatively New,flat,2625.0,,,0,1,0,0,0,2,159
cghs airport apartment,1.65,sector 47,7857.0,2100.04,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,1,North-East,Old Property,flat,2100.0,,1720.0,0,0,0,0,1,2,136
dlf the icon,6.0,sector 43,26086.0,2300.08,Carpet area: 2300 (213.68 sq.m.),4,4,3+,18,North-East,Old Property,flat,,,2300.0,0,1,0,0,0,2,150
vatika city,1.72,sector 49,7818.0,2200.05,Carpet area: 2200 (204.39 sq.m.),3,3,2,2,North-East,Old Property,flat,,,2200.0,0,0,0,0,0,2,144
pareena mi casa,0.92,sector 68,7389.0,1245.09,Super Built up area 1245(115.66 sq.m.),2,2,3,5,West,Under Construction,flat,1245.0,,,0,0,0,0,1,0,50
independent,1.5,sector 67,8642.0,1736.0,Carpet area: 180 (150.5 sq.m.),5,3,2,2,,New Property,house,,,180.0,0,0,0,0,0,0,0
ireo skyon,2.12,sector 60,15531.0,1365.01,Super Built up area 1365(126.81 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,2,North-East,Relatively New,flat,1365.0,1350.0,1300.0,0,0,0,1,0,2,174
m3m skywalk,1.54,sector 74,10814.0,1424.08,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,3+,15,South-East,Relatively New,flat,1424.0,1200.0,1139.0,0,0,0,0,1,0,137
parsvnath green ville,1.6,sector 48,8376.0,1910.22,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,8,North,Old Property,flat,1910.0,1895.0,1800.0,0,0,0,0,1,2,49
la vida by tata housing,2.7,sector 113,16363.0,1650.06,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,4,3+,4,North-West,Relatively New,flat,,2217.0,1650.0,0,1,0,0,0,2,49
m3m heights,3.0,sector 65,18000.0,1666.67,Super Built up area 1828(169.83 sq.m.),3,3,3,20,South-East,Under Construction,flat,1828.0,,,0,0,0,0,0,0,60
tulip white,0.9,sector 69,6787.0,1326.06,Carpet area: 1326 (123.19 sq.m.),3,2,3,6,North-East,Relatively New,flat,,,1326.0,0,0,0,1,0,0,121
vatika the seven lamps,0.81,sector 82,6192.0,1308.14,Super Built up area 1300(120.77 sq.m.),2,2,2,15,West,Relatively New,flat,1300.0,,,0,0,0,0,0,2,117
whiteland  the aspen,3.5,sector 76,11917.0,2936.98,Built Up area: 2937 (272.86 sq.m.)Carpet area: 1762 sq.ft. (163.7 sq.m.),3,4,3,8,,Undefined,flat,,2937.0,1762.0,0,0,0,0,0,0,0
the close north,2.75,sector 50,12500.0,2200.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,3,South-East,Moderately Old,flat,2605.0,2400.0,2200.0,0,1,0,0,0,0,110
m3m heights,2.79,sector 65,14168.0,1969.23,Super Built up area 1828(169.83 sq.m.),3,3,3,26,East,New Property,flat,1828.0,,,0,0,0,0,0,0,15
independent,5.15,sector 47,26615.0,1935.0,Plot area 215(179.77 sq.m.),9,9,3+,3,East,Relatively New,house,,1935.0,,0,0,1,0,0,2,75
parsvnath green ville,2.0,sector 48,7765.0,2575.66,Super Built up area 2125(197.42 sq.m.),3,3,0,15,,Relatively New,flat,2125.0,,,0,1,0,0,0,0,74
gls avenue 51,0.42,sector 92,6562.0,640.05,Carpet area: 640 (59.46 sq.m.),3,3,1,2,,Relatively New,flat,,,640.0,0,0,0,0,0,0,20
sidhartha ncr one phase,0.9,sector 95,4500.0,2000.0,Built Up area: 2000 (185.81 sq.m.),3,3,1,15,,Relatively New,flat,,2000.0,,0,0,0,0,0,0,60
unitech uniworld gardens,2.4,sector 47,11505.0,2086.05,Super Built up area 2086(193.8 sq.m.),3,3,3+,10,,Moderately Old,flat,2086.0,,,0,1,0,0,0,2,120
spaze privy,1.9,sector 72,9620.0,1975.05,Super Built up area 1975(183.48 sq.m.),3,3,3,10,,Moderately Old,flat,1975.0,,,0,1,0,0,0,2,31
sbtl caladium,1.8,sector 109,7072.0,2545.25,Super Built up area 2545(236.44 sq.m.)Carpet area: 1527 sq.ft. (141.86 sq.m.),3,3,3+,10,East,Relatively New,flat,2545.0,,1527.0,0,0,0,0,0,0,174
supertech hues,1.0,sector 68,8474.0,1180.08,Carpet area: 1180 (109.63 sq.m.),2,2,2,12,,New Property,flat,,,1180.0,0,0,0,0,0,0,54
emaar the palm drive,3.9,sector 66,18636.0,2092.72,Built Up area: 2200 (204.39 sq.m.),3,4,3,2,,Relatively New,flat,,2200.0,,0,0,0,0,0,0,0
la vida by tata housing,2.78,sector 113,11346.0,2450.2,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3,3,3,3,North,New Property,flat,2690.0,2599.0,2450.0,1,1,0,0,0,0,174
nul,12.5,sector 28,51440.0,2430.0,Plot area 270(225.75 sq.m.),16,17,3+,4,South,Relatively New,house,,2430.0,,1,1,0,1,1,1,137
godrej,1.93,sector 79,8532.0,2262.07,Super Built up area 2262(210.15 sq.m.),3,4,3+,5,East,Relatively New,flat,2262.0,,,0,1,0,0,0,0,158
sidhartha ncr one phase,0.55,sector 95,4867.0,1130.06,Carpet area: 1130 (104.98 sq.m.),2,2,2,14,,New Property,flat,,,1130.0,1,0,0,0,0,0,90
tulip violet,1.92,sector 69,15360.0,1250.0,Carpet area: 1250 (116.13 sq.m.),4,4,2,0,South,Relatively New,flat,,,1250.0,0,0,0,0,0,0,174
m3m heights,1.9,sector 65,15000.0,1266.67,Super Built up area 1261(117.15 sq.m.),2,2,3,4,,Under Construction,flat,1261.0,,,0,0,0,0,0,0,54
adani oyster greens,1.9,sector 102,10058.0,1889.04,Carpet area: 1889 (175.49 sq.m.),3,3,3+,9,North-East,Relatively New,flat,,,1889.0,1,0,1,1,0,0,0
sidhartha ncr greens,0.6,sector 95,5576.0,1076.04,Super Built up area 1076(99.96 sq.m.),2,2,2,14,,Relatively New,flat,1076.0,,,1,0,0,0,0,0,31
pyramid urban homes 2,0.41,sector 86,6905.0,593.77,Carpet area: 601 (55.83 sq.m.),2,2,1,3,West,Relatively New,flat,,,601.0,0,0,0,0,0,0,63
dlf regency park,2.26,sector 28,13696.0,1650.12,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,19,East,Old Property,flat,1777.0,1700.0,1650.0,0,1,0,0,0,0,158
essel tower,2.2,sector 28,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3,,Moderately Old,flat,,,1760.0,0,1,0,0,0,1,0
shapoorji pallonji joyville gurugram,1.6,sector 102,11700.0,1367.52,Built Up area: 1368 (127.09 sq.m.),2,2,3,14,,Moderately Old,flat,,1368.0,,0,0,0,0,0,0,0
independent,9.5,sector 40,40135.0,2367.0,Plot area 263(219.9 sq.m.),12,12,3+,4,,New Property,house,,2367.0,,0,0,1,0,0,2,57
signature global park,0.54,sohna road,6388.0,845.34,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2,2,3,4,East,New Property,flat,845.3,,528.3,0,0,0,0,0,0,44
dlf the primus,1.8,sector 82a,13846.0,1300.01,Super Built up area 1818(168.9 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,10,North-East,Relatively New,flat,1818.0,,1300.0,0,1,0,0,0,1,174
independent,0.61,sector 4,100000.0,61.0,Plot area 61(5.67 sq.m.),2,2,2,2,South-East,Moderately Old,house,,61.0,,0,0,0,0,1,0,14
railway officers rpf society,1.25,sector 9a,6921.0,1806.1,Carpet area: 1806 (167.78 sq.m.),4,3,3,1,South-West,Old Property,flat,,,1806.0,0,1,0,0,0,2,12
bptp terra,1.55,sector 37d,8558.0,1811.17,Super Built up area 1811(168.25 sq.m.),3,3,3+,11,South,Relatively New,flat,1811.0,,,0,0,0,0,0,0,79
signature global park 4,0.82,sector 36,7585.0,1081.08,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,2,,New Property,flat,1081.0,,650.0,0,0,0,0,0,0,8
signature global synera,0.38,sector 81,9500.0,400.0,Carpet area: 400 (37.16 sq.m.),1,1,2,3,South-West,Relatively New,flat,,,400.0,0,0,0,0,0,0,43
signature global orchard avenue,0.85,sector 93,14237.0,597.04,Built Up area: 597 (55.46 sq.m.),2,2,0,10,,Undefined,flat,,597.0,,0,0,0,0,0,0,0
independent,7.0,sector 50,23333.0,3000.0,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3,North-East,Old Property,house,,3400.0,3000.0,0,1,0,0,0,0,118
bestech park view sanskruti,1.42,sector 92,7760.0,1829.9,Super Built up area 1920(178.37 sq.m.),3,3,2,10,East,Relatively New,flat,1920.0,,,0,0,0,0,0,0,117
signature global park,0.68,sohna road,8252.0,824.04,Carpet area: 824 (76.55 sq.m.),2,2,2,3,,New Property,flat,,,824.0,0,0,0,0,0,0,113
bestech park view ananda,0.9,sector 81,6618.0,1359.93,Super Built up area 1360(126.35 sq.m.),2,2,3,8,,New Property,flat,1360.0,,,0,0,0,0,1,0,60
floor wise designer kothi,13.0,sector 25,48148.0,2700.0,Plot area 300(250.84 sq.m.),12,16,3+,4,North-East,New Property,house,,2700.0,,1,1,1,1,0,1,144
bsf chs,0.95,gwal pahari,5937.0,1600.13,Carpet area: 1600 (148.64 sq.m.),3,3,3,13,,Old Property,flat,,,1600.0,0,0,0,0,0,0,37
bestech park view grand spa,2.3,sector 81,8646.0,2660.19,Super Built up area 2660(247.12 sq.m.)Built Up area: 2280 sq.ft. (211.82 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,7,East,Relatively New,flat,2660.0,2280.0,1950.0,0,1,0,0,0,2,49
chd avenue,1.1,sector 71,6104.0,1802.1,Super Built up area 1802(167.41 sq.m.),3,4,3,3,South,Moderately Old,flat,1802.0,,,0,1,0,0,0,0,26
siddhartha apartment,0.72,sector 95,3664.0,1965.07,Super Built up area 1965(182.55 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,4,East,Relatively New,flat,1965.0,1800.0,1600.0,0,0,0,0,1,0,21
independent,1.75,sector 7,11111.0,1575.0,Plot area 1575(146.32 sq.m.),4,2,2,2,,Old Property,house,,1575.0,,0,0,0,0,1,0,31
parsvnath exotica,6.5,sector 53,19174.0,3390.01,Super Built up area 3390(314.94 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10,South,Relatively New,flat,3390.0,3000.0,2500.0,1,1,0,1,0,2,174
tulip monsella,7.4,sector 53,33198.0,2229.05,Carpet area: 2229 (207.08 sq.m.),4,4,3,21,,Under Construction,flat,,,2229.0,0,0,0,0,0,0,35
emaar palm heights,2.25,sector 77,11250.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,22,,New Property,flat,2000.0,,,0,1,0,0,0,2,42
vatika lifestyle homes,1.25,sector 83,6839.0,1827.75,Super Built up area 1827.5(169.78 sq.m.),3,2,1,6,South-West,Relatively New,flat,1827.5,,,1,1,1,1,0,1,174
independent,10.0,sector 24,229885.0,435.0,Carpet area: 435 (40.41 sq.m.),8,10,3+,1,West,Undefined,house,,,435.0,0,0,0,0,0,0,0
shree vardhman flora,1.27,sector 90,4951.0,2565.14,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,2,9,North-East,New Property,flat,2575.0,,1950.0,1,1,0,0,0,0,83
emaar gurgaon greens,1.35,sector 102,8181.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,5,North-West,Relatively New,flat,1650.0,,1022.58,0,1,0,0,0,0,119
mapsko casa bella,1.75,sector 82,6903.0,2535.13,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1,West,Undefined,flat,,2535.0,1960.0,0,0,0,0,0,0,54
krisumi waterfall residences,3.65,sector 36a,14381.0,2538.07,Super Built up area 2538(235.79 sq.m.),3,3,2,17,East,New Property,flat,2538.0,,,0,0,0,0,0,0,31
orchid petals,1.95,sector 49,9972.0,1955.48,Super Built up area 1805(167.69 sq.m.),3,3,3,2,East,Old Property,flat,1805.0,,,0,0,0,0,0,2,90
dlf new town heights,1.99,sector 90,7297.0,2727.15,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9,East,Relatively New,flat,,,2727.0,0,1,0,1,0,2,102
emaar palm gardens,1.8,sector 83,9474.0,1899.94,Built Up area: 1900 (176.52 sq.m.),3,4,0,9,,Undefined,flat,,1900.0,,0,0,0,0,0,0,55
independent,4.5,sector 26,33333.0,1350.0,Plot area 150(125.42 sq.m.),5,5,3+,2,,Old Property,house,,1350.0,,0,0,0,0,0,0,7
dlf the primus,2.6,sector 82a,11438.0,2273.12,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4,4,3+,2,East,Relatively New,flat,2273.0,,1340.0,0,0,0,0,1,0,38
puri emerald bay,2.55,sector 104,10408.0,2450.04,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,5,East,Relatively New,flat,2450.0,,2150.0,0,1,0,0,0,0,49
mapsko mount ville,1.2,sector 79,8052.0,1490.31,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3,3,3,9,South,Relatively New,flat,1490.0,,1163.91,1,0,0,0,0,2,104
dlf new town heights,1.8,sector 91,7679.0,2344.06,Carpet area: 2344 (217.76 sq.m.),4,4,3+,6,,Moderately Old,flat,,,2344.0,0,1,0,1,0,0,81
the close north,2.97,sector 50,11401.0,2605.03,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3+,8,North,Moderately Old,flat,2605.0,2600.0,2100.0,0,1,0,0,0,2,174
supertech hues,0.93,sector 68,8611.0,1080.01,Carpet area: 1080 (100.34 sq.m.),2,2,2,11,,Undefined,flat,,,1080.0,0,0,0,0,0,0,0
nirvana cedar crest,7.1,sector 50,32870.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2,East,Moderately Old,house,,239.0,238.0,1,0,1,1,0,2,110
emaar mgf emerald floors premier,2.55,sector 65,15454.0,1650.06,Super Built up area 1650(153.29 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,3,West,Relatively New,flat,1650.0,,1300.0,1,1,0,0,0,0,21
awho shanti vihar,0.82,sector 95,9879.0,830.04,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2,2,3+,13,East,New Property,flat,1400.0,,830.0,1,0,0,0,0,0,114
rof aalayas,0.45,sector 102,8404.0,535.46,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14,North,Relatively New,flat,597.0,,535.4,0,0,0,0,0,1,57
rof ananda,0.38,sector 95,5899.0,644.18,Carpet area: 644.12 (59.84 sq.m.),2,2,2,5,,Relatively New,flat,,,644.111776,1,0,0,0,0,0,83
dlf city plots,20.0,sector 26,44265.0,4518.0,Plot area 502(419.74 sq.m.),16,20,3+,4,North-East,New Property,house,,4518.0,,1,1,1,1,0,2,153
ambience creacions,4.8,sector 22,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4,6,3+,10,North-East,New Property,flat,,,2500.0,0,1,0,1,0,1,49
shree vardhman flora,0.65,sector 90,4814.0,1350.23,Super Built up area 1350(125.42 sq.m.),2,2,3,6,East,Relatively New,flat,1350.0,,,1,0,0,0,0,0,165
la vida by tata housing,1.5,sector 113,11755.0,1276.05,Super Built up area 1276(118.54 sq.m.),2,2,2,13,,New Property,flat,1276.0,,,0,0,0,0,0,0,60
international city by sobha phase 1,5.7,sector 109,10556.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,4,East,Relatively New,house,,5400.0,,1,1,0,0,0,0,98
ats triumph,2.5,sector 104,7936.0,3150.2,Super Built up area 3150(292.64 sq.m.),4,4,3+,14,North-East,New Property,flat,3150.0,,,0,1,0,0,0,0,21
independent,1.1,sector 9,55000.0,200.0,Plot area 200(18.58 sq.m.),4,3,1,2,North-East,Old Property,house,,200.0,,0,0,0,0,0,0,0
emaar mgf emerald floors premier,2.9,sector 65,14683.0,1975.07,Carpet area: 1975 (183.48 sq.m.),4,4,0,0,North,Relatively New,flat,,,1975.0,0,0,1,0,0,0,50
shapoorji pallonji joyville gurugram,1.95,sector 102,10529.0,1852.03,Super Built up area 1852(172.06 sq.m.),3,3,3,10,North-East,Relatively New,flat,1852.0,,,0,0,0,0,0,0,59
gls avenue 51,0.42,sector 92,7106.0,591.05,Carpet area: 591 (54.91 sq.m.),2,2,1,4,East,Relatively New,flat,,,591.0,1,0,0,1,0,2,42
ss the leaf,2.13,sector 85,7574.0,2812.25,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2,North,Relatively New,flat,2812.0,2600.0,2200.0,0,0,0,0,0,0,49
the center court,2.1,sector 88a,12173.0,1725.13,Super Built up area 2175(202.06 sq.m.)Built Up area: 1745 sq.ft. (162.12 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),4,4,3,0,East,New Property,flat,2175.0,1745.0,1725.0,1,1,0,0,0,0,142
shree vardhman flora,0.7,sector 90,4615.0,1516.79,Super Built up area 1352(125.6 sq.m.),2,2,3,9,North-East,New Property,flat,1352.0,,,1,0,0,0,1,0,51
godrej frontier,1.6,sector 80,7000.0,2285.71,Super Built up area 2262(210.15 sq.m.),3,3,3,5,,Moderately Old,flat,2262.0,,,0,1,0,0,0,0,53
on request,1.69,sector 103,9146.0,1847.8,Super Built up area 1845(171.41 sq.m.),3,3,3+,8,,Relatively New,flat,1845.0,,,0,0,0,0,0,0,49
dlf city phase 1,5.5,sector 26,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2,North-East,Moderately Old,house,,1800.0,,1,1,0,1,0,0,69
ireo victory valley,3.05,sector 67,12650.0,2411.07,Super Built up area 2411(223.99 sq.m.)Carpet area: 1688 sq.ft. (156.82 sq.m.),3,3,3+,21,South-West,Relatively New,flat,2411.0,,1688.0,0,1,0,0,0,2,157
apna enclave,0.58,sector 3,6105.0,950.04,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2,North-East,Old Property,flat,950.0,900.0,744.0,0,0,0,0,0,0,66
vatika city homes,0.8,sector 83,6060.0,1320.13,Super Built up area 1320(122.63 sq.m.),2,2,2,8,East,Moderately Old,flat,1320.0,,,0,0,1,0,0,0,22
signature the serenas,0.5,sohna road,9406.0,531.58,Carpet area: 531.57 (49.38 sq.m.),2,2,2,6,,New Property,flat,,,531.521382,0,0,0,0,0,0,37
signature global park,0.95,sohna road,7846.0,1210.81,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3+,1,,Relatively New,flat,,1210.723472,756.6,0,0,0,0,0,0,46
m3m skywalk,2.2,sector 74,10901.0,2018.16,Super Built up area 2018(187.48 sq.m.),3,3,3,12,,New Property,flat,2018.0,,,1,0,0,0,0,2,15
bestech park view grand spa,2.4,sector 81,9022.0,2660.16,Super Built up area 2660(247.12 sq.m.),3,4,3+,8,North,New Property,flat,2660.0,,,1,1,0,0,0,2,167
vatika emilia floors,0.6,sector 83,5714.0,1050.05,Super Built up area 1050(97.55 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,1,South,Relatively New,flat,1050.0,990.0,950.0,0,0,0,0,0,2,167
pivotal riddhi siddhi,0.72,sector 99,947.0,7602.96,Carpet area: 706,2,2,2,12,,Relatively New,flat,,,706.0,0,0,1,0,0,0,31
bestech park view ananda,0.95,sector 81,6985.0,1360.06,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13,South-East,Relatively New,flat,1360.0,1150.0,894.0,0,0,0,0,0,2,167
bptp terra,1.17,sector 37d,8297.0,1410.15,Super Built up area 1410(130.99 sq.m.),2,2,2,0,North-East,Relatively New,flat,1410.0,,,0,0,0,0,0,0,107
m3m woodshire,0.8,sector 107,5856.0,1366.12,Super Built up area 1366(126.91 sq.m.),2,2,3+,14,,New Property,flat,1366.0,,,0,0,0,0,0,0,67
paras dews,1.34,sector 106,9550.0,1403.14,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,7,South-East,Relatively New,flat,2355.0,1535.0,1403.0,0,1,0,0,0,0,49
capital residences 360,1.66,sector 70a,8400.0,1976.19,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,8,East,New Property,flat,1976.0,1900.0,1500.0,0,1,0,0,0,0,132
bestech park view residency,1.5,sector 2,7825.0,1916.93,Super Built up area 1920(178.37 sq.m.),3,4,3+,10,North-East,Moderately Old,flat,1920.0,,,0,1,0,0,0,0,93
unitech uniworld resorts,,sector 33,,,Plot area 502(419.74 sq.m.),5,7,3+,3,South-East,Relatively New,house,,502.0,,0,1,0,0,0,0,87
la vida by tata housing,2.48,sector 113,14090.0,1760.11,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,3,3+,8,,New Property,flat,2217.0,1980.0,1760.0,0,1,0,0,0,0,79
bptp visionnaire,5.4,sector 70a,20690.0,2610.0,Plot area 290(242.48 sq.m.),4,5,3+,3,North,Relatively New,house,,2610.0,,1,1,1,1,0,2,136
shree vardhman victoria,1.15,sector 70,8518.0,1350.08,Super Built up area 1350(125.42 sq.m.),2,2,3,8,South-East,Relatively New,flat,1350.0,,,1,0,0,0,1,0,49
silverglades hightown residences,4.2,sector 43,19767.0,2124.75,Super Built up area 2150(199.74 sq.m.),3,4,2,7,East,Under Construction,flat,2150.0,,,0,0,0,0,0,0,42
tata primanti,3.5,sector 72,11428.0,3062.65,Built Up area: 2625 (243.87 sq.m.),4,5,3+,16,East,Relatively New,flat,,2625.0,,0,1,0,0,1,0,31
puri diplomatic greens,3.5,sector 111,11864.0,2950.1,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10,North-East,Relatively New,flat,2950.0,2700.0,2500.0,0,1,0,0,0,2,49
independent,3.1,sector 7,13778.0,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2,North-West,Old Property,house,,2250.0,,0,0,0,0,0,0,22
ireo uptown,4.85,sector 66,12999.0,3731.06,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),4,4,3+,15,North,Relatively New,flat,3731.0,3500.0,3300.0,1,1,1,1,0,2,156
shree vardhman flora,0.65,sector 90,4814.0,1350.23,Super Built up area 1350(125.42 sq.m.),2,2,3,6,West,Relatively New,flat,1350.0,,,1,0,0,0,0,0,174
krrish provence estate,5.25,gwal pahari,9051.0,5800.46,Super Built up area 5800(538.84 sq.m.),4,5,3+,2,North-East,New Property,flat,5800.0,,,1,1,0,1,0,0,49
independent,7.0,sector 39,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4,South-East,Relatively New,house,,7000.0,,0,0,0,1,0,1,38
ireo uptown,1.5,sector 66,11219.0,1337.02,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,3,3,1,South,Relatively New,flat,1337.0,1330.0,1050.0,0,1,0,0,1,2,79
spaze privy at,1.35,sector 84,9642.0,1400.12,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,7,South-East,Relatively New,flat,1918.0,1750.0,1400.0,0,0,0,1,0,0,90
m3m heights,1.9,sector 65,13991.0,1358.02,Built Up area: 1358 (126.16 sq.m.),2,2,2,40,,Undefined,flat,,1358.0,,0,0,0,0,0,0,48
m3m the marina,1.0,sector 68,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21,,Relatively New,flat,,,800.0,0,0,0,0,0,0,31
vipul tatvam villa,19.5,sector 48,22222.0,8775.0,Plot area 975(815.22 sq.m.),5,6,3,2,North,Moderately Old,house,,8775.0,,1,1,1,1,0,2,110
independent,0.7,sector 2,7777.0,900.0,Built Up area: 900 (83.61 sq.m.),1,1,0,1,,Undefined,house,,900.0,,0,0,0,0,0,0,0
saan verdante,2.0,sector 95,10178.0,1965.02,Super Built up area 1965(182.55 sq.m.)Carpet area: 1935 sq.ft. (179.77 sq.m.),3,4,3+,5,North,New Property,flat,1965.0,,1935.0,0,1,0,0,0,0,49
independent,1.65,sector 9,18333.0,900.0,Built Up area: 900 (83.61 sq.m.),2,3,0,3,,Undefined,house,,900.0,,0,0,0,0,0,0,0
ss the leaf,1.18,sector 85,10727.0,1100.03,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,9,North-East,Relatively New,flat,1741.0,1700.0,1100.0,1,0,0,0,0,2,150
prime habitat,0.27,sector 99a,6049.0,446.35,Carpet area: 448 (41.62 sq.m.),2,2,1,10,South,Relatively New,flat,,,448.0,0,0,0,0,0,0,67
signature global park,0.56,sohna road,6812.0,822.08,Carpet area: 822 (76.37 sq.m.),2,2,3,3,South,New Property,flat,,,822.0,0,0,0,0,0,0,81
